video,dash_start_ms,dash_start_ts,interval_start_ms,interval_start_ts,interval_end_ms,interval_end_ts,start_frame,end_frame,completion_frame,completion_ms,completion_ts
training video 77 08-38.mp4,183183.3,3:03:183,183133.3,3:03:133,183616.7,3:03:617,10988,11017,11018,183633.3,3:03:633
training video 77 08-38.mp4,187583.3,3:07:583,187533.3,3:07:533,188016.7,3:08:017,11252,11281,11282,188033.3,3:08:033
training video 77 08-38.mp4,192200.0,3:12:200,192150.0,3:12:150,192633.3,3:12:633,11529,11558,11559,192650.0,3:12:650
training video 77 08-38.mp4,193033.3,3:13:033,192983.3,3:12:983,193466.7,3:13:467,11579,11608,11609,193483.3,3:13:483
training video 77 08-38.mp4,193500.0,3:13:500,193450.0,3:13:450,193933.3,3:13:933,11607,11636,11637,193950.0,3:13:950
training video 77 08-38.mp4,195750.0,3:15:750,195700.0,3:15:700,196183.3,3:16:183,11742,11771,11772,196200.0,3:16:200
training video 77 08-38.mp4,196450.0,3:16:450,196400.0,3:16:400,196883.3,3:16:883,11784,11813,11814,196900.0,3:16:900
training video 77 08-38.mp4,197716.7,3:17:717,197666.7,3:17:667,198150.0,3:18:150,11860,11889,11890,198166.7,3:18:167
training video 77 08-38.mp4,199300.0,3:19:300,199250.0,3:19:250,199733.3,3:19:733,11955,11984,11985,199750.0,3:19:750
training video 77 08-38.mp4,202750.0,3:22:750,202700.0,3:22:700,203183.3,3:23:183,12162,12191,12192,203200.0,3:23:200
training video 77 08-38.mp4,203716.7,3:23:717,203666.7,3:23:667,204150.0,3:24:150,12220,12249,12250,204166.7,3:24:167
training video 77 08-38.mp4,205450.0,3:25:450,205400.0,3:25:400,205883.3,3:25:883,12324,12353,12354,205900.0,3:25:900
training video 77 08-38.mp4,211166.7,3:31:167,211116.7,3:31:117,211600.0,3:31:600,12667,12696,12697,211616.7,3:31:617
training video 77 08-38.mp4,213616.7,3:33:617,213566.7,3:33:567,214050.0,3:34:050,12814,12843,12844,214066.7,3:34:067
training video 77 08-38.mp4,215566.7,3:35:567,215516.7,3:35:517,216000.0,3:36:000,12931,12960,12961,216016.7,3:36:017
training video 77 08-38.mp4,227416.7,3:47:417,227366.7,3:47:367,227850.0,3:47:850,13642,13671,13672,227866.7,3:47:867
training video 77 08-38.mp4,229983.3,3:49:983,229933.3,3:49:933,230416.7,3:50:417,13796,13825,13826,230433.3,3:50:433
training video 77 08-38.mp4,232466.7,3:52:467,232416.7,3:52:417,232900.0,3:52:900,13945,13974,13975,232916.7,3:52:917
training video 77 08-38.mp4,243550.0,4:03:550,243500.0,4:03:500,243983.3,4:03:983,14610,14639,14640,244000.0,4:04:000
training video 77 08-38.mp4,248216.7,4:08:217,248166.7,4:08:167,248650.0,4:08:650,14890,14919,14920,248666.7,4:08:667
training video 77 08-38.mp4,254116.7,4:14:117,254066.7,4:14:067,254550.0,4:14:550,15244,15273,15274,254566.7,4:14:567
training video 77 08-38.mp4,262883.3,4:22:883,262833.3,4:22:833,263316.7,4:23:317,15770,15799,15800,263333.3,4:23:333
training video 77 08-38.mp4,263216.7,4:23:217,263166.7,4:23:167,263650.0,4:23:650,15790,15819,15820,263666.7,4:23:667
training video 77 08-38.mp4,266616.7,4:26:617,266566.7,4:26:567,267050.0,4:27:050,15994,16023,16024,267066.7,4:27:067
training video 77 08-38.mp4,270250.0,4:30:250,270200.0,4:30:200,270683.3,4:30:683,16212,16241,16242,270700.0,4:30:700
training video 77 08-38.mp4,275233.3,4:35:233,275183.3,4:35:183,275666.7,4:35:667,16511,16540,16541,275683.3,4:35:683
training video 77 08-38.mp4,276016.7,4:36:017,275966.7,4:35:967,276450.0,4:36:450,16558,16587,16588,276466.7,4:36:467
training video 77 08-38.mp4,287166.7,4:47:167,287116.7,4:47:117,287600.0,4:47:600,17227,17256,17257,287616.7,4:47:617
training video 77 08-38.mp4,289166.7,4:49:167,289116.7,4:49:117,289600.0,4:49:600,17347,17376,17377,289616.7,4:49:617
training video 77 08-38.mp4,291600.0,4:51:600,291550.0,4:51:550,292033.3,4:52:033,17493,17522,17523,292050.0,4:52:050
training video 77 08-38.mp4,292483.3,4:52:483,292433.3,4:52:433,292916.7,4:52:917,17546,17575,17576,292933.3,4:52:933
training video 77 08-38.mp4,292833.3,4:52:833,292783.3,4:52:783,293266.7,4:53:267,17567,17596,17597,293283.3,4:53:283
training video 77 08-38.mp4,326833.3,5:26:833,326783.3,5:26:783,327266.7,5:27:267,19607,19636,19637,327283.3,5:27:283
training video 77 08-38.mp4,327266.7,5:27:267,327216.7,5:27:217,327700.0,5:27:700,19633,19662,19663,327716.7,5:27:717
training video 77 08-38.mp4,329100.0,5:29:100,329050.0,5:29:050,329533.3,5:29:533,19743,19772,19773,329550.0,5:29:550
training video 77 08-38.mp4,330300.0,5:30:300,330250.0,5:30:250,330733.3,5:30:733,19815,19844,19845,330750.0,5:30:750
training video 77 08-38.mp4,331716.7,5:31:717,331666.7,5:31:667,332150.0,5:32:150,19900,19929,19930,332166.7,5:32:167
training video 77 08-38.mp4,343583.3,5:43:583,343533.3,5:43:533,344016.7,5:44:017,20612,20641,20642,344033.3,5:44:033
training video 77 08-38.mp4,355633.3,5:55:633,355583.3,5:55:583,356066.7,5:56:067,21335,21364,21365,356083.3,5:56:083
training video 77 08-38.mp4,358366.7,5:58:367,358316.7,5:58:317,358800.0,5:58:800,21499,21528,21529,358816.7,5:58:817
training video 77 08-38.mp4,380383.3,6:20:383,380333.3,6:20:333,380816.7,6:20:817,22820,22849,22850,380833.3,6:20:833
training video 77 08-38.mp4,399133.3,6:39:133,399083.3,6:39:083,399566.7,6:39:567,23945,23974,23975,399583.3,6:39:583
training video 77 08-38.mp4,400016.7,6:40:017,399966.7,6:39:967,400450.0,6:40:450,23998,24027,24028,400466.7,6:40:467
training video 77 08-38.mp4,400350.0,6:40:350,400300.0,6:40:300,400783.3,6:40:783,24018,24047,24048,400800.0,6:40:800
training video 77 08-38.mp4,411716.7,6:51:717,411666.7,6:51:667,412150.0,6:52:150,24700,24729,24730,412166.7,6:52:167
training video 77 08-38.mp4,413683.3,6:53:683,413633.3,6:53:633,414116.7,6:54:117,24818,24847,24848,414133.3,6:54:133
training video 77 08-38.mp4,424083.3,7:04:083,424033.3,7:04:033,424516.7,7:04:517,25442,25471,25472,424533.3,7:04:533
training video 77 08-38.mp4,426900.0,7:06:900,426850.0,7:06:850,427333.3,7:07:333,25611,25640,25641,427350.0,7:07:350
training video 77 08-38.mp4,427816.7,7:07:817,427766.7,7:07:767,428250.0,7:08:250,25666,25695,25696,428266.7,7:08:267
training video 77 08-38.mp4,428750.0,7:08:750,428700.0,7:08:700,429183.3,7:09:183,25722,25751,25752,429200.0,7:09:200
training video 77 08-38.mp4,429883.3,7:09:883,429833.3,7:09:833,430316.7,7:10:317,25790,25819,25820,430333.3,7:10:333
training video 77 08-38.mp4,430616.7,7:10:617,430566.7,7:10:567,431050.0,7:11:050,25834,25863,25864,431066.7,7:11:067
training video 77 08-38.mp4,444333.3,7:24:333,444283.3,7:24:283,444766.7,7:24:767,26657,26686,26687,444783.3,7:24:783
training video 77 08-38.mp4,455633.3,7:35:633,455583.3,7:35:583,456066.7,7:36:067,27335,27364,27365,456083.3,7:36:083
training video 77 08-38.mp4,456566.7,7:36:567,456516.7,7:36:517,457000.0,7:37:000,27391,27420,27421,457016.7,7:37:017
training video 77 08-38.mp4,458466.7,7:38:467,458416.7,7:38:417,458900.0,7:38:900,27505,27534,27535,458916.7,7:38:917
training video 77 08-38.mp4,459500.0,7:39:500,459450.0,7:39:450,459933.3,7:39:933,27567,27596,27597,459950.0,7:39:950
training video 77 08-38.mp4,472633.3,7:52:633,472583.3,7:52:583,473066.7,7:53:067,28355,28384,28385,473083.3,7:53:083
training video 77 08-38.mp4,473466.7,7:53:467,473416.7,7:53:417,473900.0,7:53:900,28405,28434,28435,473916.7,7:53:917
training video 77 08-38.mp4,486416.7,8:06:417,486366.7,8:06:367,486850.0,8:06:850,29182,29211,29212,486866.7,8:06:867
training video 77 08-38.mp4,493216.7,8:13:217,493166.7,8:13:167,493650.0,8:13:650,29590,29619,29620,493666.7,8:13:667
training video 78 10-32.mp4,400.0,0:00:400,350.0,0:00:350,833.3,0:00:833,21,50,51,850.0,0:00:850
training video 78 10-32.mp4,783.3,0:00:783,733.3,0:00:733,1216.7,0:01:217,44,73,74,1233.3,0:01:233
training video 78 10-32.mp4,3816.7,0:03:817,3766.7,0:03:767,4250.0,0:04:250,226,255,256,4266.7,0:04:267
training video 78 10-32.mp4,4783.3,0:04:783,4733.3,0:04:733,5216.7,0:05:217,284,313,314,5233.3,0:05:233
training video 78 10-32.mp4,6883.3,0:06:883,6833.3,0:06:833,7316.7,0:07:317,410,439,440,7333.3,0:07:333
training video 78 10-32.mp4,8966.7,0:08:967,8916.7,0:08:917,9400.0,0:09:400,535,564,565,9416.7,0:09:417
training video 78 10-32.mp4,23866.7,0:23:867,23816.7,0:23:817,24300.0,0:24:300,1429,1458,1459,24316.7,0:24:317
training video 78 10-32.mp4,24666.7,0:24:667,24616.7,0:24:617,25100.0,0:25:100,1477,1506,1507,25116.7,0:25:117
training video 78 10-32.mp4,25000.0,0:25:000,24950.0,0:24:950,25433.3,0:25:433,1497,1526,1527,25450.0,0:25:450
training video 78 10-32.mp4,28333.3,0:28:333,28283.3,0:28:283,28766.7,0:28:767,1697,1726,1727,28783.3,0:28:783
training video 78 10-32.mp4,29416.7,0:29:417,29366.7,0:29:367,29850.0,0:29:850,1762,1791,1792,29866.7,0:29:867
training video 78 10-32.mp4,43133.3,0:43:133,43083.3,0:43:083,43566.7,0:43:567,2585,2614,2615,43583.3,0:43:583
training video 78 10-32.mp4,44050.0,0:44:050,44000.0,0:44:000,44483.3,0:44:483,2640,2669,2670,44500.0,0:44:500
training video 78 10-32.mp4,44433.3,0:44:433,44383.3,0:44:383,44866.7,0:44:867,2663,2692,2693,44883.3,0:44:883
training video 78 10-32.mp4,54000.0,0:54:000,53950.0,0:53:950,54433.3,0:54:433,3237,3266,3267,54450.0,0:54:450
training video 78 10-32.mp4,58300.0,0:58:300,58250.0,0:58:250,58733.3,0:58:733,3495,3524,3525,58750.0,0:58:750
training video 78 10-32.mp4,62816.7,1:02:817,62766.7,1:02:767,63250.0,1:03:250,3766,3795,3796,63266.7,1:03:267
training video 78 10-32.mp4,64266.7,1:04:267,64216.7,1:04:217,64700.0,1:04:700,3853,3882,3883,64716.7,1:04:717
training video 78 10-32.mp4,79283.3,1:19:283,79233.3,1:19:233,79716.7,1:19:717,4754,4783,4784,79733.3,1:19:733
training video 78 10-32.mp4,80250.0,1:20:250,80200.0,1:20:200,80683.3,1:20:683,4812,4841,4842,80700.0,1:20:700
training video 78 10-32.mp4,82350.0,1:22:350,82300.0,1:22:300,82783.3,1:22:783,4938,4967,4968,82800.0,1:22:800
training video 78 10-32.mp4,84433.3,1:24:433,84383.3,1:24:383,84866.7,1:24:867,5063,5092,5093,84883.3,1:24:883
training video 78 10-32.mp4,88500.0,1:28:500,88450.0,1:28:450,88933.3,1:28:933,5307,5336,5337,88950.0,1:28:950
training video 78 10-32.mp4,89333.3,1:29:333,89283.3,1:29:283,89766.7,1:29:767,5357,5386,5387,89783.3,1:29:783
training video 78 10-32.mp4,102133.3,1:42:133,102083.3,1:42:083,102566.7,1:42:567,6125,6154,6155,102583.3,1:42:583
training video 78 10-32.mp4,112516.7,1:52:517,112466.7,1:52:467,112950.0,1:52:950,6748,6777,6778,112966.7,1:52:967
training video 78 10-32.mp4,114566.7,1:54:567,114516.7,1:54:517,115000.0,1:55:000,6871,6900,6901,115016.7,1:55:017
training video 78 10-32.mp4,115650.0,1:55:650,115600.0,1:55:600,116083.3,1:56:083,6936,6965,6966,116100.0,1:56:100
training video 78 10-32.mp4,116750.0,1:56:750,116700.0,1:56:700,117183.3,1:57:183,7002,7031,7032,117200.0,1:57:200
training video 78 10-32.mp4,141000.0,2:21:000,140950.0,2:20:950,141433.3,2:21:433,8457,8486,8487,141450.0,2:21:450
training video 78 10-32.mp4,141366.7,2:21:367,141316.7,2:21:317,141800.0,2:21:800,8479,8508,8509,141816.7,2:21:817
training video 78 10-32.mp4,141816.7,2:21:817,141766.7,2:21:767,142250.0,2:22:250,8506,8535,8536,142266.7,2:22:267
training video 78 10-32.mp4,154050.0,2:34:050,154000.0,2:34:000,154483.3,2:34:483,9240,9269,9270,154500.0,2:34:500
training video 78 10-32.mp4,171933.3,2:51:933,171883.3,2:51:883,172366.7,2:52:367,10313,10342,10343,172383.3,2:52:383
training video 78 10-32.mp4,187050.0,3:07:050,187000.0,3:07:000,187483.3,3:07:483,11220,11249,11250,187500.0,3:07:500
training video 78 10-32.mp4,190283.3,3:10:283,190233.3,3:10:233,190716.7,3:10:717,11414,11443,11444,190733.3,3:10:733
training video 78 10-32.mp4,197916.7,3:17:917,197866.7,3:17:867,198350.0,3:18:350,11872,11901,11902,198366.7,3:18:367
training video 78 10-32.mp4,211866.7,3:31:867,211816.7,3:31:817,212300.0,3:32:300,12709,12738,12739,212316.7,3:32:317
training video 78 10-32.mp4,212700.0,3:32:700,212650.0,3:32:650,213133.3,3:33:133,12759,12788,12789,213150.0,3:33:150
training video 78 10-32.mp4,226016.7,3:46:017,225966.7,3:45:967,226450.0,3:46:450,13558,13587,13588,226466.7,3:46:467
training video 78 10-32.mp4,226433.3,3:46:433,226383.3,3:46:383,226866.7,3:46:867,13583,13612,13613,226883.3,3:46:883
training video 78 10-32.mp4,238400.0,3:58:400,238350.0,3:58:350,238833.3,3:58:833,14301,14330,14331,238850.0,3:58:850
training video 78 10-32.mp4,239450.0,3:59:450,239400.0,3:59:400,239883.3,3:59:883,14364,14393,14394,239900.0,3:59:900
training video 78 10-32.mp4,245616.7,4:05:617,245566.7,4:05:567,246050.0,4:06:050,14734,14763,14764,246066.7,4:06:067
training video 78 10-32.mp4,247233.3,4:07:233,247183.3,4:07:183,247666.7,4:07:667,14831,14860,14861,247683.3,4:07:683
training video 78 10-32.mp4,247566.7,4:07:567,247516.7,4:07:517,248000.0,4:08:000,14851,14880,14881,248016.7,4:08:017
training video 78 10-32.mp4,261183.3,4:21:183,261133.3,4:21:133,261616.7,4:21:617,15668,15697,15698,261633.3,4:21:633
training video 78 10-32.mp4,262283.3,4:22:283,262233.3,4:22:233,262716.7,4:22:717,15734,15763,15764,262733.3,4:22:733
training video 78 10-32.mp4,266516.7,4:26:517,266466.7,4:26:467,266950.0,4:26:950,15988,16017,16018,266966.7,4:26:967
training video 78 10-32.mp4,279133.3,4:39:133,279083.3,4:39:083,279566.7,4:39:567,16745,16774,16775,279583.3,4:39:583
training video 78 10-32.mp4,280483.3,4:40:483,280433.3,4:40:433,280916.7,4:40:917,16826,16855,16856,280933.3,4:40:933
training video 78 10-32.mp4,281066.7,4:41:067,281016.7,4:41:017,281500.0,4:41:500,16861,16890,16891,281516.7,4:41:517
training video 78 10-32.mp4,294433.3,4:54:433,294383.3,4:54:383,294866.7,4:54:867,17663,17692,17693,294883.3,4:54:883
training video 78 10-32.mp4,294850.0,4:54:850,294800.0,4:54:800,295283.3,4:55:283,17688,17717,17718,295300.0,4:55:300
training video 78 10-32.mp4,297033.3,4:57:033,296983.3,4:56:983,297466.7,4:57:467,17819,17848,17849,297483.3,4:57:483
training video 78 10-32.mp4,300883.3,5:00:883,300833.3,5:00:833,301316.7,5:01:317,18050,18079,18080,301333.3,5:01:333
training video 78 10-32.mp4,301750.0,5:01:750,301700.0,5:01:700,302183.3,5:02:183,18102,18131,18132,302200.0,5:02:200
training video 78 10-32.mp4,302983.3,5:02:983,302933.3,5:02:933,303416.7,5:03:417,18176,18205,18206,303433.3,5:03:433
training video 78 10-32.mp4,316850.0,5:16:850,316800.0,5:16:800,317283.3,5:17:283,19008,19037,19038,317300.0,5:17:300
training video 78 10-32.mp4,318016.7,5:18:017,317966.7,5:17:967,318450.0,5:18:450,19078,19107,19108,318466.7,5:18:467
training video 78 10-32.mp4,324716.7,5:24:717,324666.7,5:24:667,325150.0,5:25:150,19480,19509,19510,325166.7,5:25:167
training video 78 10-32.mp4,325500.0,5:25:500,325450.0,5:25:450,325933.3,5:25:933,19527,19556,19557,325950.0,5:25:950
training video 78 10-32.mp4,337316.7,5:37:317,337266.7,5:37:267,337750.0,5:37:750,20236,20265,20266,337766.7,5:37:767
training video 78 10-32.mp4,347900.0,5:47:900,347850.0,5:47:850,348333.3,5:48:333,20871,20900,20901,348350.0,5:48:350
training video 78 10-32.mp4,354150.0,5:54:150,354100.0,5:54:100,354583.3,5:54:583,21246,21275,21276,354600.0,5:54:600
training video 78 10-32.mp4,378416.7,6:18:417,378366.7,6:18:367,378850.0,6:18:850,22702,22731,22732,378866.7,6:18:867
training video 78 10-32.mp4,379366.7,6:19:367,379316.7,6:19:317,379800.0,6:19:800,22759,22788,22789,379816.7,6:19:817
training video 78 10-32.mp4,394316.7,6:34:317,394266.7,6:34:267,394750.0,6:34:750,23656,23685,23686,394766.7,6:34:767
training video 78 10-32.mp4,397200.0,6:37:200,397150.0,6:37:150,397633.3,6:37:633,23829,23858,23859,397650.0,6:37:650
training video 78 10-32.mp4,398100.0,6:38:100,398050.0,6:38:050,398533.3,6:38:533,23883,23912,23913,398550.0,6:38:550
training video 78 10-32.mp4,400483.3,6:40:483,400433.3,6:40:433,400916.7,6:40:917,24026,24055,24056,400933.3,6:40:933
training video 78 10-32.mp4,406616.7,6:46:617,406566.7,6:46:567,407050.0,6:47:050,24394,24423,24424,407066.7,6:47:067
training video 78 10-32.mp4,407900.0,6:47:900,407850.0,6:47:850,408333.3,6:48:333,24471,24500,24501,408350.0,6:48:350
training video 78 10-32.mp4,426133.3,7:06:133,426083.3,7:06:083,426566.7,7:06:567,25565,25594,25595,426583.3,7:06:583
training video 78 10-32.mp4,426883.3,7:06:883,426833.3,7:06:833,427316.7,7:07:317,25610,25639,25640,427333.3,7:07:333
training video 78 10-32.mp4,437833.3,7:17:833,437783.3,7:17:783,438266.7,7:18:267,26267,26296,26297,438283.3,7:18:283
training video 78 10-32.mp4,441066.7,7:21:067,441016.7,7:21:017,441500.0,7:21:500,26461,26490,26491,441516.7,7:21:517
training video 78 10-32.mp4,454150.0,7:34:150,454100.0,7:34:100,454583.3,7:34:583,27246,27275,27276,454600.0,7:34:600
training video 78 10-32.mp4,454483.3,7:34:483,454433.3,7:34:433,454916.7,7:34:917,27266,27295,27296,454933.3,7:34:933
training video 78 10-32.mp4,455783.3,7:35:783,455733.3,7:35:733,456216.7,7:36:217,27344,27373,27374,456233.3,7:36:233
training video 78 10-32.mp4,466833.3,7:46:833,466783.3,7:46:783,467266.7,7:47:267,28007,28036,28037,467283.3,7:47:283
training video 78 10-32.mp4,469483.3,7:49:483,469433.3,7:49:433,469916.7,7:49:917,28166,28195,28196,469933.3,7:49:933
training video 78 10-32.mp4,470433.3,7:50:433,470383.3,7:50:383,470866.7,7:50:867,28223,28252,28253,470883.3,7:50:883
training video 78 10-32.mp4,473500.0,7:53:500,473450.0,7:53:450,473933.3,7:53:933,28407,28436,28437,473950.0,7:53:950
training video 78 10-32.mp4,475983.3,7:55:983,475933.3,7:55:933,476416.7,7:56:417,28556,28585,28586,476433.3,7:56:433
training video 78 10-32.mp4,476816.7,7:56:817,476766.7,7:56:767,477250.0,7:57:250,28606,28635,28636,477266.7,7:57:267
training video 78 10-32.mp4,478933.3,7:58:933,478883.3,7:58:883,479366.7,7:59:367,28733,28762,28763,479383.3,7:59:383
training video 78 10-32.mp4,481933.3,8:01:933,481883.3,8:01:883,482366.7,8:02:367,28913,28942,28943,482383.3,8:02:383
training video 78 10-32.mp4,494283.3,8:14:283,494233.3,8:14:233,494716.7,8:14:717,29654,29683,29684,494733.3,8:14:733
training video 78 10-32.mp4,495783.3,8:15:783,495733.3,8:15:733,496216.7,8:16:217,29744,29773,29774,496233.3,8:16:233
training video 78 10-32.mp4,511850.0,8:31:850,511800.0,8:31:800,512283.3,8:32:283,30708,30737,30738,512300.0,8:32:300
training video 78 10-32.mp4,517816.7,8:37:817,517766.7,8:37:767,518250.0,8:38:250,31066,31095,31096,518266.7,8:38:267
training video 78 10-32.mp4,530116.7,8:50:117,530066.7,8:50:067,530550.0,8:50:550,31804,31833,31834,530566.7,8:50:567
training video 78 10-32.mp4,533150.0,8:53:150,533100.0,8:53:100,533583.3,8:53:583,31986,32015,32016,533600.0,8:53:600
training video 78 10-32.mp4,536716.7,8:56:717,536666.7,8:56:667,537150.0,8:57:150,32200,32229,32230,537166.7,8:57:167
training video 78 10-32.mp4,537900.0,8:57:900,537850.0,8:57:850,538333.3,8:58:333,32271,32300,32301,538350.0,8:58:350
training video 78 10-32.mp4,538266.7,8:58:267,538216.7,8:58:217,538700.0,8:58:700,32293,32322,32323,538716.7,8:58:717
training video 78 10-32.mp4,540616.7,9:00:617,540566.7,9:00:567,541050.0,9:01:050,32434,32463,32464,541066.7,9:01:067
training video 78 10-32.mp4,541733.3,9:01:733,541683.3,9:01:683,542166.7,9:02:167,32501,32530,32531,542183.3,9:02:183
training video 78 10-32.mp4,544166.7,9:04:167,544116.7,9:04:117,544600.0,9:04:600,32647,32676,32677,544616.7,9:04:617
training video 78 10-32.mp4,546450.0,9:06:450,546400.0,9:06:400,546883.3,9:06:883,32784,32813,32814,546900.0,9:06:900
training video 78 10-32.mp4,558366.7,9:18:367,558316.7,9:18:317,558800.0,9:18:800,33499,33528,33529,558816.7,9:18:817
training video 78 10-32.mp4,559350.0,9:19:350,559300.0,9:19:300,559783.3,9:19:783,33558,33587,33588,559800.0,9:19:800
training video 78 10-32.mp4,560550.0,9:20:550,560500.0,9:20:500,560983.3,9:20:983,33630,33659,33660,561000.0,9:21:000
training video 78 10-32.mp4,571466.7,9:31:467,571416.7,9:31:417,571900.0,9:31:900,34285,34314,34315,571916.7,9:31:917
training video 78 10-32.mp4,572366.7,9:32:367,572316.7,9:32:317,572800.0,9:32:800,34339,34368,34369,572816.7,9:32:817
training video 78 10-32.mp4,584616.7,9:44:617,584566.7,9:44:567,585050.0,9:45:050,35074,35103,35104,585066.7,9:45:067
training video 78 10-32.mp4,585583.3,9:45:583,585533.3,9:45:533,586016.7,9:46:017,35132,35161,35162,586033.3,9:46:033
training video 78 10-32.mp4,586266.7,9:46:267,586216.7,9:46:217,586700.0,9:46:700,35173,35202,35203,586716.7,9:46:717
training video 78 10-32.mp4,596566.7,9:56:567,596516.7,9:56:517,597000.0,9:57:000,35791,35820,35821,597016.7,9:57:017
training video 79 10-00.mp4,1233.3,0:01:233,1183.3,0:01:183,1666.7,0:01:667,71,100,101,1683.3,0:01:683
training video 79 10-00.mp4,2933.3,0:02:933,2883.3,0:02:883,3366.7,0:03:367,173,202,203,3383.3,0:03:383
training video 79 10-00.mp4,3350.0,0:03:350,3300.0,0:03:300,3783.3,0:03:783,198,227,228,3800.0,0:03:800
training video 79 10-00.mp4,3650.0,0:03:650,3600.0,0:03:600,4083.3,0:04:083,216,245,246,4100.0,0:04:100
training video 79 10-00.mp4,15850.0,0:15:850,15800.0,0:15:800,16283.3,0:16:283,948,977,978,16300.0,0:16:300
training video 79 10-00.mp4,16666.7,0:16:667,16616.7,0:16:617,17100.0,0:17:100,997,1026,1027,17116.7,0:17:117
training video 79 10-00.mp4,17100.0,0:17:100,17050.0,0:17:050,17533.3,0:17:533,1023,1052,1053,17550.0,0:17:550
training video 79 10-00.mp4,32700.0,0:32:700,32650.0,0:32:650,33133.3,0:33:133,1959,1988,1989,33150.0,0:33:150
